Office_scale,Residential_scale
0.01344684,0.02892214
0.014820676,0.026730001
0.014709641,0.024691474
0.013223259,0.022402382
0.012483902,0.020146027
0.012104027,0.019372922
0.012753011,0.024199155
0.013073734,0.025457024
0.013283355,0.025407917
0.011822081,0.027737302
0.009302764,0.027035969
0.010607142,0.028559512
0.010778996,0.030266886
0.010641733,0.030283255
0.010442895,0.030759206
0.008879496,0.031541124
0.007499873,0.031484463
0.007144566,0.031420247
0.007027641,0.030122088
0.007112434,0.030122088
0.007022852,0.029929441
0.006946491,0.028655205
0.007367821,0.028776081
0.009674627,0.029074495
0.012865044,0.029308692
0.013972249,0.024706584
0.014768086,0.022933733
0.013353439,0.019534092
0.012550499,0.019735551
0.012311339,0.019468616
0.012944466,0.022450228
0.012417621,0.021845848
0.013561509,0.02720469
0.011820434,0.027673087
0.009179379,0.028244729
0.010515267,0.029114787
0.010738433,0.028849111
0.010628364,0.030936742
0.010346227,0.031927676
0.009756117,0.032032182
0.009456189,0.032193352
0.007382032,0.031444171
0.00715948,0.030936742
0.00708744,0.029848857
0.007023159,0.029195371
0.007060184,0.029510152
0.007091946,0.027164399
0.009693158,0.028510405
0.013362801,0.028695497
0.014313008,0.026149544
0.014730972,0.024497569
0.013399967,0.022127893
0.012532518,0.018308961
0.011981627,0.018567083
0.012421059,0.020596794
0.012628979,0.02161291
0.013144053,0.024691474
0.012009468,0.026713632
0.009393294,0.026028666
0.010792152,0.026504617
0.010734178,0.026576387
0.010501605,0.028574622
0.009902079,0.028438634
0.008761073,0.03111302
0.007318419,0.032523243
0.007163042,0.031766506
0.007000534,0.02844619
0.006907158,0.028614913
0.006837841,0.027849364
0.006772033,0.027116552
0.006815164,0.028147776
0.009698325,0.027656718
0.012887355,0.02769701
0.014435964,0.027809072
0.014739643,0.026286788
0.013522346,0.027656718
0.012352018,0.02324096
0.011868499,0.020823437
0.011823108,0.020081811
0.012103729,0.022684427
0.012496243,0.026415218
0.011158183,0.02830139
0.008916283,0.027261351
0.009996318,0.027680641
0.009961225,0.028107484
0.010423395,0.029453491
0.010193204,0.029244476
0.009254629,0.029204184
0.007856639,0.02870431
0.007407929,0.028010532
0.006827812,0.024916859
0.00683675,0.025786915
0.006784906,0.024642368
0.00671155,0.025593009
0.006809879,0.024393061
0.006971924,0.024867752
0.007403744,0.024691474
0.007700542,0.024037988
0.007490427,0.019823691
0.007256826,0.017244999
0.006895145,0.0169554
0.006809445,0.016245252
0.006999797,0.01805084
0.007301208,0.019356555
0.007812762,0.022717163
0.008404373,0.02338576
0.008373735,0.023845341
0.007644523,0.024296108
0.008380222,0.023949848
0.008622631,0.025457024
0.008454492,0.026334634
0.007602793,0.027068705
0.007551854,0.026898722
0.00740147,0.0270196
0.006909382,0.026125619
0.006805163,0.024852642
0.006717294,0.025948082
0.00667227,0.025134687
0.006611225,0.025045288
0.006724687,0.024255816
0.006763884,0.024722952
0.006681989,0.024908044
0.006644634,0.022821672
0.006484889,0.021089113
0.006235104,0.017051094
0.006662298,0.022176998
0.007038746,0.021765264
0.007570889,0.023442421
0.0077384,0.023603588
0.007957912,0.025658483
0.007997892,0.025713885
0.007673629,0.026262864
0.007612029,0.026947829
0.007577409,0.028567066
0.007468355,0.028567066
0.007207369,0.029638583
0.006973372,0.02974309
0.0067614,0.027431334
0.006603206,0.026431587
0.006536968,0.028140222
0.006482018,0.026761478
0.006578925,0.026343449
0.006895244,0.026374926
0.010568058,0.02667334
0.012502332,0.02775367
0.01381462,0.025230381
0.014110903,0.023369391
0.012882029,0.021306942
0.011973195,0.016374943
0.011821209,0.016439158
0.01200765,0.017977811
0.012770203,0.023264884
0.012951948,0.025803284
0.011475557,0.027092629
0.008837646,0.027035969
0.010093888,0.026834508
0.010326853,0.0291236
0.010638738,0.030823421
0.010448373,0.028776081
0.009488378,0.030251778
0.007438357,0.029179002
0.007619716,0.028010532
0.006949862,0.027294089
0.007043397,0.027108997
0.007016346,0.026592756
0.006966339,0.025955637
0.007324192,0.026206204
0.009848929,0.026383741
0.01322667,0.026398851
0.014327941,0.023941035
0.014554303,0.021371157
0.013103319,0.016728757
0.01216163,0.016245252
0.011935504,0.014955907
0.012128883,0.015633317
0.012248572,0.0194938
0.011229641,0.021330865
0.010334132,0.023845341
0.008868191,0.024779612
0.010253709,0.026116806
0.010651508,0.026826953
0.010742175,0.026640602
0.010403998,0.027858177
0.009017677,0.02795513
0.00714316,0.027656718
0.006987332,0.027841808
0.006628505,0.026625492
0.006609467,0.027221059
0.006678627,0.026133175
0.006906586,0.026867245
0.007063982,0.026818139
0.00988456,0.027012044
0.012854475,0.027471626
0.014304126,0.028188068
0.014911014,0.029114787
0.013585196,0.027261351
0.013478018,0.028067193
0.013486911,0.027728488
0.013554709,0.026431587
0.013601659,0.026786662
0.013435942,0.026680894
0.012075376,0.027938763
0.009241993,0.027592503
0.01047689,0.027777593
0.010626549,0.028204437
0.010515322,0.02830139
0.010237417,0.029074495
0.009180172,0.029501339
0.007405885,0.030533821
0.007242057,0.029590736
0.0066579,0.027156844
0.006523676,0.027640349
0.006424664,0.027559765
0.006246951,0.027552209
0.006669516,0.026045035
0.009267968,0.026786662
0.012252374,0.026544908
0.013481191,0.027438889
0.013623859,0.025713885
0.011853683,0.019911829
0.011040904,0.016342205
0.010310121,0.016986879
0.008417538,0.016471896
0.008621158,0.018332884
0.008937734,0.021765264
0.008781342,0.024803537
0.007724177,0.023232146
0.007277268,0.023949848
0.007138449,0.023417239
0.007247526,0.024803537
0.007079818,0.025045288
0.006550639,0.024779612
0.00631957,0.024658737
0.006228268,0.024739321
0.006132167,0.024167678
0.00605922,0.023224592
0.006063617,0.0231843
0.006121781,0.023248515
0.006131206,0.023264884
0.006246932,0.023506636
0.00611249,0.022305429
0.005804932,0.020944313
0.00554224,0.018405913
0.005611991,0.015858701
0.005587463,0.013344224
0.005530597,0.015214027
0.005592884,0.014988644
0.005710271,0.0183971
0.006127196,0.021814369
0.006240247,0.022596287
0.006458891,0.023248515
0.006248964,0.024191601
0.006464548,0.023893187
0.006622654,0.022611397
0.00652771,0.022080045
0.00621484,0.023900743
0.005997272,0.023900743
0.005970976,0.023570852
0.005929319,0.023788681
0.005980842,0.023812604
0.005959641,0.022741086
0.005951779,0.024320033
0.005985242,0.023215777
0.006038929,0.022893441
0.005890698,0.022717163
0.005679746,0.021387526
0.005476724,0.020790699
0.005456951,0.02112059
0.005402509,0.02037141
0.005387807,0.020162396
0.005434967,0.020331118
0.005753226,0.021741341
0.005862777,0.022958916
0.006044312,0.022741086
0.006324379,0.022990393
0.006270047,0.023345468
0.006323193,0.023618698
0.00623981,0.023208223
0.006278766,0.023264884
0.006150449,0.023514191
0.005941928,0.023651436
0.005962601,0.023144007
0.00598282,0.023393314
0.006013023,0.023554483
0.005991013,0.022942547
0.005978579,0.022933733
0.006003093,0.023466344
0.00599259,0.023546927
0.005907964,0.022047307
0.005601781,0.020863729
0.005318707,0.017244999
0.005343533,0.014279756
0.005247088,0.013893204
0.005462626,0.017003246
0.005696512,0.020854914
0.005853176,0.019911829
0.006194625,0.022442674
0.006324406,0.022853149
0.006598495,0.023047054
0.006415482,0.024030432
0.006659377,0.023442421
0.006691211,0.022193367
0.006682546,0.023603588
0.006258378,0.023482713
0.006175863,0.023845341
0.006155783,0.02249052
0.0059902,0.022660502
0.005986804,0.022651689
0.005917672,0.022772565
0.005864725,0.0231843
0.005969763,0.022466597
0.006017076,0.022193367
0.006064333,0.023611144
0.006103141,0.023030687
0.006278962,0.02364388
0.00638501,0.023353022
0.006585538,0.02365899
0.006809242,0.022861963
0.007062969,0.024594522
0.007343013,0.024658737
0.007520459,0.02468266
0.007701557,0.024142495
0.007716009,0.02632708
0.007334108,0.026424033
0.007363218,0.028188068
0.007496904,0.027374673
0.007447726,0.027874546
0.006861454,0.028365606
0.006417986,0.027616426
0.006262036,0.027059892
0.006106852,0.026149544
0.006042803,0.026609123
0.006007562,0.025488501
0.006017517,0.025094395
0.006022172,0.025713885
0.006490608,0.024836273
0.008682804,0.025545162
0.009106358,0.025424286
0.00981194,0.024722952
0.009663987,0.023023131
0.009397027,0.023369391
0.007547507,0.017768795
0.008282883,0.02296647
0.008013166,0.020629532
0.008426226,0.023426052
0.008504703,0.025054103
0.008372099,0.026407664
0.007910831,0.026471879
0.008379925,0.029083308
0.008442698,0.027962686
0.008187732,0.028140222
0.007553376,0.028478928
0.007334417,0.027189582
0.007136435,0.027486735
0.006702122,0.025883868
0.006885326,0.026246496
0.006484618,0.024933226
0.006299234,0.024376692
0.006973539,0.023860451
0.008913559,0.025069212
0.012375432,0.024843829
0.013747661,0.02618228
0.014471711,0.025924159
0.013180779,0.023909556
0.012181225,0.019558015
0.010325395,0.023094902
0.010381261,0.023224592
0.010379498,0.023224592
0.010421211,0.024118571
0.010300982,0.025190089
0.00876487,0.027495549
0.008170802,0.02645551
0.008194792,0.025931714
0.007969385,0.025360071
0.007813949,0.025013811
0.007215427,0.027189582
0.006832854,0.02541673
0.006634733,0.025343702
0.006381558,0.025609377
0.006279699,0.025819651
0.006257566,0.024675106
0.006241601,0.023103715
0.006278528,0.023457531
0.009009523,0.024376692
0.01248746,0.023651436
0.01312581,0.020283272
0.012846118,0.018783652
0.011319896,0.015246765
0.010075968,0.020798255
0.009173074,0.014626016
0.009863797,0.020927944
0.010123176,0.021781633
0.010208909,0.021991907
0.010123135,0.022812857
0.008630633,0.02364388
0.008103979,0.024175232
0.008040161,0.024836273
0.007942356,0.024852642
0.007728736,0.024860198
0.007292157,0.026407664
0.007050378,0.025948082
0.007025055,0.026826953
0.006432548,0.024513938
0.006317321,0.02420797
0.006229315,0.024118571
0.006201181,0.023949848
0.006559279,0.023208223
0.008850217,0.02221729
0.012187289,0.022845595
0.013539927,0.02312764
0.014018958,0.024852642
0.012948563,0.023272438
0.012364857,0.021306942
0.011907513,0.020484732
0.012546354,0.022394826
0.012321357,0.021387526
0.012312766,0.022950101
0.0108557,0.023079792
0.008417597,0.024505123
0.007768239,0.025101949
0.00940191,0.026374926
0.009360571,0.025343702
0.009419181,0.025480947
0.008666182,0.025222825
0.00676084,0.027680641
0.00671026,0.027052336
0.006630916,0.026398851
0.006667731,0.026479435
0.006577936,0.025078026
0.0065595,0.025875053
0.006582904,0.024997442
0.006688515,0.026061404
0.006548284,0.024803537
0.006661855,0.023369391
0.00688898,0.023845341
0.006567111,0.021733785
0.006639025,0.023627513
0.006687539,0.022732273
0.007031832,0.02338576
0.007416334,0.025149797
0.007324565,0.024836273
0.007406142,0.025061657
0.007521542,0.026157098
0.00710677,0.025633301
0.007250575,0.026149544
0.007250878,0.026237682
0.007206687,0.026068958
0.0068685,0.02618228
0.00676084,0.027680641
0.00671026,0.027052336
0.006630916,0.026398851
0.006667731,0.026479435
0.006577936,0.025078026
0.0065595,0.025875053
0.006582904,0.024997442
0.006688515,0.026061404
0.006548284,0.024803537
0.006470743,0.024957151
0.006303467,0.022039753
0.006598738,0.023635067
0.006383871,0.019911829
0.006342046,0.019372922
0.006702476,0.019025403
0.00728261,0.020250534
0.007635814,0.022869518
0.00773864,0.025004997
0.007708023,0.026045035
0.007259439,0.025730254
0.007369272,0.026504617
0.007387223,0.027640349
0.007424005,0.026898722
0.007223928,0.028261098
0.007086464,0.02996092
0.006876257,0.027164399
0.006719579,0.025521239
0.006588044,0.025149797
0.006548012,0.024867752
0.006463729,0.024288554
0.006485153,0.02413494
0.01032498,0.024288554
0.012772933,0.023523004
0.013917514,0.022168185
0.014203267,0.017953888
0.012812092,0.016818155
0.012301271,0.016906293
0.012480507,0.020129659
0.012706114,0.017937519
0.012891904,0.018380731
0.013015922,0.021306942
0.012253193,0.022853149
0.009330809,0.025343702
0.010015291,0.026810585
0.010171012,0.026898722
0.010263922,0.02795513
0.010174589,0.028534328
0.008702782,0.028389529
0.007403393,0.028728235
0.007136758,0.027495549
0.007061793,0.026995677
0.0069885,0.026303157
0.007067591,0.02625405
0.007001651,0.025198902
0.007247689,0.026230127
0.010274917,0.025360071
0.013330073,0.025673593
0.014532236,0.022812857
0.014398621,0.019468616
0.012914307,0.016567589
0.012322831,0.015246765
0.012042734,0.016019868
0.012328218,0.016439158
0.012292769,0.020032706
0.012388835,0.022184554
0.01142108,0.023820159
0.008670799,0.024537861
0.010161347,0.025255563
0.010147635,0.026165911
0.010052168,0.028680387
0.009778532,0.02946986
0.008543441,0.029284768
0.007432531,0.030356285
0.007299735,0.028841555
0.007076834,0.02870431
0.007067103,0.026318265
0.006955393,0.025875053
0.007005331,0.02599593
0.00727036,0.026568832
0.009539206,0.025457024
0.014260452,0.027559765
0.01481696,0.024061911
0.014964652,0.019726738
0.013976931,0.014955907
0.012350544,0.015666054
0.011938073,0.01408585
0.012709323,0.015085597
0.012731596,0.020032706
0.013254311,0.023748389
0.012058739,0.026713632
0.009517952,0.027083815
0.010723008,0.02775367
0.010741456,0.029034201
0.010731023,0.030484716
0.010525613,0.031250266
0.009886513,0.031693478
0.008035992,0.031532309
0.007780196,0.029944551
0.007495371,0.029510152
0.009700198,0.028494036
0.009705461,0.027946317
0.008875965,0.027865733
0.007564562,0.027301643
0.0116211,0.02851922
0.013971519,0.02775367
0.015121925,0.024530305
0.015232932,0.019823691
0.013427037,0.019307448
0.012697583,0.018985112
0.013007905,0.020596794
0.013280748,0.02249052
0.013497806,0.025545162
0.013660287,0.025457024
0.01240138,0.027035969
0.009492245,0.028244729
0.010609157,0.028358051
0.010654975,0.029486229
0.010846222,0.029389276
0.010603458,0.030863712
0.0096221,0.02972798
0.00794259,0.0305653
0.007682366,0.032588717
0.007830178,0.030081796
0.007811253,0.029759459
0.007788448,0.029420755
0.007745274,0.028801263
0.007775582,0.0291236
0.012118064,0.029252031
0.013734814,0.028164145
0.014698229,0.026286788
0.015138168,0.02420797
0.01328736,0.022918624
0.012129371,0.019050587
0.011902308,0.019340186
0.011974141,0.020307195
0.012370182,0.023997696
0.01280145,0.026028666
0.011667462,0.027720933
0.00863191,0.028752158
0.009630325,0.02996092
0.009693707,0.029155079
0.009458702,0.029356538
0.009162275,0.030259332
0.008271198,0.030226594
0.006761612,0.031266633
0.006641568,0.029944551
0.006541323,0.029863967
0.006640003,0.02899391
0.006550548,0.028640096
0.006487541,0.027914838
0.006543124,0.028438634
0.006817465,0.02720469
0.006768321,0.026680894
0.00671603,0.023635067
0.006606605,0.022717163
0.00645861,0.018526791
0.00623992,0.016149559
0.006300663,0.01730166
0.006289075,0.018138978
0.006496427,0.020757962
0.006970987,0.02407828
0.007398784,0.026334634
0.007519454,0.026351003
0.007203394,0.028534328
0.007428813,0.027253797
0.007538926,0.027858177
0.007469669,0.027261351
0.006896992,0.028550697
0.00682993,0.028881849
0.006813542,0.029719167
0.006712055,0.02972798
0.00673217,0.028462559
0.006649857,0.027841808
0.006646812,0.028076007
0.006650845,0.027391042
0.006804222,0.026157098
0.006518805,0.025125872
0.006180361,0.021105482
0.005871438,0.017728504
0.005800185,0.0169554
0.005838972,0.016697278
0.006007821,0.015504887
0.006259997,0.017856935
0.006615093,0.019364109
0.007206363,0.023917112
0.007668524,0.025239194
0.007810442,0.02632708
0.007401234,0.027801516
0.007634326,0.027922394
0.007692393,0.029557999
0.00768717,0.029445937
0.007114248,0.030202671
0.007099247,0.031354773
0.006921429,0.030242963
0.006755113,0.029654952
0.006572097,0.028285022
0.006458653,0.027455257
0.006364476,0.026834508
0.006536574,0.027334381
0.011822599,0.026367372
0.012491915,0.02481235
0.013893856,0.023305176
0.01435254,0.02084736
0.012597922,0.017309214
0.011659833,0.014054372
0.011214528,0.014279756
0.011706153,0.015955653
0.010936163,0.018204454
0.009868729,0.0205011
0.009781647,0.022394826
0.008479183,0.024320033
0.007750935,0.024779612
0.007774964,0.02490049
0.009789965,0.025585454
0.009680384,0.025907791
0.008393433,0.027922394
0.007097176,0.02844619
0.006761651,0.029413199
0.006609373,0.025803284
0.00648749,0.026125619
0.006431458,0.025109505
0.006378712,0.025343702
0.006458139,0.02524675
0.009527004,0.025004997
0.012762099,0.025069212
0.01354672,0.022579919
0.013382719,0.019211755
0.011727434,0.014699045
0.010986824,0.014988644
0.010648694,0.013215794
0.010634843,0.01558547
0.00917704,0.018300148
0.009383404,0.021056376
0.009256711,0.022168185
0.008128689,0.02195917
0.007782214,0.023739574
0.007690249,0.023006762
0.007575745,0.023514191
0.007451641,0.024127386
0.006980484,0.02610925
0.006886747,0.025383994
0.006473026,0.023699282
0.00638213,0.023570852
0.006286254,0.023256069
0.006263207,0.021838294
0.00609843,0.022112783
0.006242043,0.021347234
0.008379369,0.021878586
0.011713804,0.022717163
0.013051278,0.023369391
0.01375138,0.024642368
0.012780371,0.022821672
0.012367946,0.023006762
0.012362855,0.020887652
0.01235437,0.021459296
0.011090311,0.02195917
0.010327861,0.022056122
0.010019778,0.022378459
0.008337175,0.023023131
0.007726055,0.023442421
0.00759112,0.023329099
0.007681241,0.023796235
0.007466922,0.02407828
0.007022385,0.024634814
0.00677322,0.0243364
0.006566212,0.023200668
0.006435456,0.02283804
0.006382371,0.021830738
0.006257573,0.021701048
0.006207744,0.021765264
0.006329696,0.021411449
0.007935974,0.022023384
0.011397974,0.021387526
0.013043056,0.022523258
0.012030094,0.022757455
0.010255726,0.020234165
0.009513491,0.020411702
0.009555293,0.020072998
0.010117525,0.021523511
0.010153952,0.02133842
0.010047407,0.020702562
0.009949471,0.021935246
0.008378108,0.021089113
0.007807874,0.021999461
0.007922338,0.023345468
0.007943959,0.024167678
0.007718169,0.024279739
0.007229707,0.026149544
0.007359275,0.024908044
0.007092642,0.023755943
0.006858484,0.023779866
0.00665802,0.022459043
0.006711728,0.022717163
0.006625968,0.02153988
0.006641387,0.021999461
0.008672707,0.02119362
0.011776946,0.023281253
0.013370929,0.022571105
0.014106725,0.021548695
0.012472704,0.020565315
0.010808366,0.014602093
0.010296886,0.012829242
0.010538388,0.014408187
0.010544242,0.016342205
0.01080768,0.01790604
0.009124119,0.019775843
0.007586669,0.02228906
0.00711123,0.02221729
0.007108468,0.023215777
0.007103715,0.023917112
0.006816595,0.022265137
0.006437143,0.023981327
0.006435347,0.024118571
0.006330992,0.023296361
0.006235133,0.023618698
0.006092239,0.022636579
0.00613363,0.022273951
0.006056886,0.021750154
0.006110477,0.021781633
0.006092383,0.022136706
0.005885366,0.020702562
0.005630332,0.018107501
0.005602492,0.013860466
0.005578605,0.011442944
0.005669677,0.011281775
0.006200375,0.019759476
0.006654,0.019614675
0.006577705,0.019388032
0.006625313,0.020790699
0.006705054,0.020122103
0.006707687,0.020532579
0.006476159,0.021072744
0.006452923,0.021717417
0.006509759,0.021105482
0.006634046,0.021926432
0.006288716,0.021442927
0.006591093,0.021362343
0.006707843,0.021395081
0.006345667,0.021419004
0.006554265,0.020807068
0.006524189,0.020072998
0.006420717,0.020565315
0.006514891,0.019807322
0.006566517,0.021233912
0.006682617,0.0205011
0.006718833,0.021838294
0.006885784,0.021911322
0.007222219,0.021620464
0.0069014,0.020283272
0.006634514,0.01817927
0.007101723,0.019090879
0.007385379,0.019508909
0.007595227,0.021838294
0.00814816,0.024666292
0.008105371,0.025472132
0.007503033,0.025988374
0.007706497,0.027325568
0.007770797,0.02837316
0.007693366,0.026609123
0.007188115,0.02674637
0.006991649,0.028735789
0.006939447,0.027647903
0.006770275,0.025713885
0.006855345,0.025739067
0.006854789,0.025134687
0.006813942,0.02564967
0.006986454,0.024561784
0.011001711,0.024997442
0.013192139,0.024691474
0.014913488,0.024037988
