Office_scale,Residential_scale
0.03000868,0.013965278
0.030290709,0.015290527
0.027395235,0.016703965
0.02089863,0.018055913
0.02407634,0.019070481
0.023901344,0.019117407
0.023643263,0.020686185
0.022952813,0.020479064
0.020804975,0.020064822
0.016376185,0.019624691
0.015704873,0.018516271
0.015370809,0.019106889
0.01549213,0.0178852
0.01543175,0.018500899
0.015586129,0.017393288
0.015891956,0.018366594
0.021455558,0.018418374
0.030012899,0.018584233
0.033079254,0.01717565
0.032831428,0.015865773
0.029513873,0.014394892
0.027863653,0.012945047
0.027015785,0.01244828
0.028464295,0.015549428
0.029180138,0.016357685
0.029648004,0.016326131
0.026386491,0.017822902
0.020763459,0.017372253
0.023674786,0.018351222
0.024058359,0.019448314
0.023751992,0.019458832
0.023308194,0.019764659
0.019818739,0.020267089
0.016739467,0.020230681
0.015946433,0.020189418
0.01568546,0.019355272
0.015874715,0.019355272
0.015674771,0.019231485
0.015504337,0.018412711
0.01644473,0.018490381
0.021593445,0.01868213
0.028714349,0.018832616
0.031185593,0.015875482
0.032961876,0.014736317
0.029804431,0.012551841
0.028012294,0.012681291
0.027478497,0.012509769
0.028891615,0.014425636
0.027715715,0.014037285
0.030268835,0.017480667
0.026382815,0.01778164
0.020488068,0.018148955
0.023469726,0.01870802
0.023967825,0.018537307
0.023722153,0.019878737
0.023092433,0.020515472
0.021775327,0.020582624
0.021105899,0.020686185
0.016476448,0.020204791
0.015979721,0.019878737
0.01581893,0.019179705
0.015675457,0.0187598
0.015758094,0.018962066
0.015828987,0.017454777
0.021634804,0.018319668
0.029825326,0.018438601
0.031946155,0.016802671
0.032879038,0.015741177
0.029908279,0.014218516
0.027972162,0.01176462
0.026742591,0.011930479
0.027723388,0.013234692
0.028187459,0.013887608
0.029337087,0.015865773
0.026804732,0.017165132
0.020965518,0.016725
0.024087723,0.017030827
0.023958326,0.017076944
0.023439231,0.018360931
0.022101109,0.018273551
0.019554423,0.019992006
0.016334468,0.02089816
0.01598767,0.020411911
0.015624959,0.018278406
0.015416545,0.018386821
0.015261833,0.017894909
0.015114951,0.017424033
0.015211218,0.018086657
0.021646338,0.017771122
0.028764147,0.017797012
0.032220589,0.017869019
0.032898391,0.016890859
0.030181425,0.017771122
0.027569292,0.014933729
0.026490094,0.013380324
0.026388782,0.012903784
0.027015118,0.014576123
0.027891197,0.016973383
0.024904692,0.018185363
0.019900846,0.017517075
0.022311448,0.017786494
0.022233121,0.018060767
0.02326467,0.018925658
0.022750891,0.018791353
0.020656022,0.018765463
0.017535756,0.018444264
0.016534251,0.017998469
0.015239448,0.016010596
0.015259397,0.01656966
0.015143684,0.015834219
0.014979955,0.016445064
0.015199422,0.015674024
0.015561102,0.015979042
0.01652491,0.015865773
0.017187352,0.015445868
0.016718384,0.012737926
0.016196994,0.01108096
0.015389734,0.010894875
0.015198455,0.010438562
0.015623313,0.011598762
0.016296052,0.012437763
0.017437823,0.014597158
0.018758279,0.015026772
0.018689896,0.015322081
0.017062321,0.015611726
0.018704376,0.015389233
0.019245424,0.016357685
0.018870144,0.016921603
0.016969181,0.017393288
0.016855486,0.017284064
0.016519835,0.017361735
0.015421509,0.016787298
0.015188896,0.015969333
0.014992775,0.01667322
0.014892283,0.016150564
0.014756033,0.01609312
0.015009277,0.015585836
0.015096764,0.015885999
0.014913976,0.016004932
0.014830601,0.014664311
0.014474055,0.013551037
0.013916543,0.010956364
0.014870026,0.014250069
0.015710246,0.013985505
0.016897972,0.01506318
0.017271851,0.01516674
0.017761795,0.016487135
0.017851029,0.016522734
0.017127284,0.016875486
0.016989795,0.017315618
0.016912523,0.018356076
0.016669119,0.018356076
0.016086608,0.019044591
0.015564334,0.019111743
0.015091218,0.017626299
0.014738136,0.016983901
0.014590294,0.018081803
0.014467647,0.017195876
0.014683942,0.016927267
0.015389954,0.016947493
0.023587552,0.017139242
0.027904788,0.01783342
0.03083377,0.016212053
0.031495064,0.015016254
0.028752259,0.013691005
0.026723772,0.010521896
0.026384543,0.010563158
0.026800674,0.011551836
0.028502667,0.014949102
0.028908315,0.016580178
0.02561306,0.017408661
0.019725331,0.017372253
0.022529221,0.017242802
0.023049192,0.018713683
0.023745309,0.019805921
0.023320419,0.018490381
0.021177744,0.019438606
0.016602164,0.018749282
0.017006951,0.017998469
0.01551186,0.017538111
0.015720627,0.017419178
0.015660249,0.017087462
0.015548635,0.016678074
0.016347353,0.016839079
0.02198248,0.016953157
0.029521486,0.016962866
0.031979487,0.01538357
0.032484719,0.013732267
0.02924617,0.010749243
0.027144352,0.010438562
0.026639647,0.009610079
0.027071261,0.010045356
0.027338404,0.012525951
0.025064184,0.013706377
0.023065437,0.015322081
0.019793507,0.015922407
0.022885937,0.016781635
0.023773811,0.017237948
0.023976177,0.017118206
0.023221376,0.017900572
0.020127154,0.01796287
0.015943294,0.017771122
0.015595492,0.017890054
0.014794602,0.017108497
0.014752109,0.017491185
0.014906473,0.016792153
0.01541527,0.017263838
0.015766572,0.017232284
0.022062008,0.01735688
0.028690758,0.017652189
0.031926331,0.018112547
0.033280886,0.01870802
0.030321703,0.017517075
0.030082486,0.018034877
0.030102334,0.017817239
0.030253657,0.016983901
0.030358448,0.017212058
0.029988574,0.017144096
0.026951835,0.017952353
0.020627819,0.01772986
0.023384068,0.017848792
0.023718102,0.018123065
0.023469848,0.018185363
0.022849574,0.01868213
0.020489837,0.018956403
0.016529689,0.019619836
0.016164029,0.019013846
0.014860211,0.017449923
0.014560626,0.017760604
0.014339635,0.017708824
0.013942987,0.017703969
0.014886137,0.016735518
0.020685796,0.017212058
0.02734689,0.017056717
0.030089568,0.017631154
0.030407999,0.016522734
0.026457024,0.01279456
0.02464293,0.01050086
0.023011846,0.010915102
0.018787664,0.010584194
0.019242137,0.011779992
0.019948724,0.013985505
0.019599663,0.01593778
0.017240105,0.014928066
0.016242619,0.015389233
0.015932779,0.015046999
0.016176235,0.01593778
0.015801918,0.01609312
0.014620807,0.015922407
0.014105069,0.015844737
0.013901287,0.015896517
0.013686792,0.015529202
0.013523977,0.014923212
0.01353379,0.014897322
0.013663611,0.014938584
0.013684646,0.014949102
0.013942944,0.015104442
0.013642874,0.014332594
0.012956414,0.013457994
0.012370094,0.011826918
0.012525777,0.010190179
0.01247103,0.008574475
0.012344108,0.009775937
0.012483131,0.009631115
0.012745134,0.011821255
0.013675698,0.014017058
0.013928024,0.014519488
0.014416028,0.014938584
0.01394748,0.015544574
0.014428655,0.015352825
0.014781542,0.014529197
0.014569631,0.014187771
0.013871315,0.01535768
0.013385711,0.01535768
0.01332702,0.015145705
0.013234042,0.015285673
0.01334904,0.015301045
0.01330172,0.01461253
0.013284173,0.015627099
0.01335886,0.014917548
0.013478689,0.014710427
0.013147841,0.014597158
0.012677003,0.013742785
0.012223865,0.013359288
0.012179732,0.013571263
0.012058219,0.013089869
0.012025406,0.012955565
0.012130664,0.013063979
0.012841009,0.013970133
0.013085522,0.014752499
0.013490702,0.01461253
0.014115802,0.014772725
0.013994536,0.015000882
0.014113156,0.015176449
0.013927047,0.014912694
0.014013995,0.014949102
0.013727596,0.015109297
0.013262184,0.015197485
0.013308327,0.014871431
0.013353455,0.015031626
0.013420866,0.015135187
0.013371741,0.014741981
0.013343989,0.014736317
0.013398703,0.015078552
0.01337526,0.015130332
0.013186378,0.014166735
0.012502989,0.013406214
0.011871177,0.01108096
0.011926588,0.009175611
0.011711326,0.008927228
0.012192399,0.010925619
0.012714425,0.01340055
0.013064094,0.01279456
0.013826197,0.014420782
0.014115862,0.014684537
0.01472762,0.014809133
0.014319142,0.015441013
0.014863507,0.01506318
0.01493456,0.014260587
0.01491522,0.01516674
0.01396849,0.01508907
0.013784321,0.015322081
0.013739502,0.014451526
0.013369927,0.01456075
0.013362347,0.014555087
0.013208046,0.014632757
0.013089871,0.014897322
0.013324311,0.014436154
0.013429912,0.014260587
0.013535388,0.015171595
0.013622008,0.014798616
0.014014433,0.01519263
0.014251129,0.015005736
0.014698702,0.015202339
0.015198,0.014690201
0.015764311,0.015803475
0.01638936,0.015844737
0.016785413,0.015860109
0.017189617,0.01551302
0.017221874,0.016916749
0.016369484,0.016979047
0.016434457,0.018112547
0.016732839,0.017589891
0.016623076,0.01791109
0.015314537,0.018226626
0.014324731,0.017745232
0.013976656,0.017387625
0.01363029,0.016802671
0.013487334,0.017097979
0.013408678,0.016377911
0.013430897,0.016124674
0.013441287,0.016522734
0.014486821,0.015958815
0.019379729,0.016414319
0.020325086,0.016336649
0.021899923,0.015885999
0.021569696,0.014793761
0.02097385,0.015016254
0.016845784,0.011417531
0.018487118,0.014757353
0.01788512,0.013255728
0.018807055,0.015052662
0.018982213,0.016098784
0.018686246,0.016968529
0.017656711,0.017009791
0.018703712,0.018687793
0.01884382,0.017967725
0.018274745,0.018081803
0.016858884,0.018299442
0.016370175,0.017470959
0.015928285,0.017661898
0.014958913,0.016631958
0.015367817,0.016864969
0.014473451,0.016021113
0.014059681,0.015663506
0.015564706,0.01533179
0.019894767,0.016108492
0.02762155,0.01596367
0.030684321,0.016823706
0.032300376,0.016657848
0.029419059,0.015363343
0.027188087,0.012567213
0.023045936,0.014839878
0.023170627,0.014923212
0.023166694,0.014923212
0.023259796,0.015497648
0.022991447,0.016186163
0.019562898,0.017667561
0.018236958,0.016999273
0.018290503,0.016662702
0.017787401,0.016295387
0.017440474,0.016072894
0.016104592,0.017470959
0.015250702,0.016331794
0.014808503,0.016284869
0.014243425,0.016455581
0.014016078,0.016590695
0.013966678,0.015855255
0.013931044,0.014845541
0.014013465,0.015072889
0.020108955,0.015663506
0.027871594,0.015197485
0.02929637,0.013033235
0.028672106,0.012069638
0.02526563,0.009796973
0.022489225,0.013364143
0.020473994,0.009398104
0.022015665,0.013447476
0.022594591,0.013996023
0.022785944,0.014131137
0.0225945,0.014658647
0.019263284,0.01519263
0.01808781,0.015534056
0.017945372,0.015958815
0.017727073,0.015969333
0.017250281,0.015974188
0.016275852,0.016968529
0.015736208,0.01667322
0.015679689,0.017237948
0.014357232,0.015751695
0.01410005,0.015555092
0.013903624,0.015497648
0.013840829,0.015389233
0.014640092,0.014912694
0.019753389,0.014275959
0.027201622,0.014679683
0.030220664,0.014860914
0.031289847,0.015969333
0.02890076,0.014953956
0.027597949,0.013691005
0.026577172,0.013162685
0.028003043,0.014390037
0.027500858,0.013742785
0.027481682,0.014746835
0.024229561,0.014830169
0.018787795,0.015746031
0.01733845,0.016129528
0.02098475,0.016947493
0.020892481,0.016284869
0.021023298,0.016373057
0.01934263,0.016207198
0.01508997,0.017786494
0.014977077,0.01738277
0.014799984,0.016962866
0.014882153,0.017014646
0.014681733,0.016114156
0.014640586,0.016626294
0.014692821,0.016062376
0.014928542,0.016746036
0.014615552,0.01593778
0.014869039,0.015016254
0.015375974,0.015322081
0.014657572,0.013965278
0.014818082,0.015182113
0.014926364,0.014606867
0.015694815,0.015026772
0.01655301,0.016160273
0.016348184,0.015958815
0.016530261,0.016103638
0.01678783,0.016807525
0.015862074,0.016470954
0.016183042,0.016802671
0.016183718,0.016859305
0.016085084,0.01675089
0.015330263,0.016823706
0.01508997,0.017786494
0.014977077,0.01738277
0.014799984,0.016962866
0.014882153,0.017014646
0.014681733,0.016114156
0.014640586,0.016626294
0.014692821,0.016062376
0.014928542,0.016746036
0.014615552,0.01593778
0.014442482,0.016036486
0.014069129,0.014161881
0.014728163,0.015186967
0.014248588,0.01279456
0.014155235,0.01244828
0.014959703,0.012224978
0.016254542,0.013012199
0.017042881,0.014695055
0.017272387,0.01606723
0.01720405,0.016735518
0.016202825,0.016533252
0.01644797,0.017030827
0.016488035,0.017760604
0.016570131,0.017284064
0.016123567,0.018159473
0.015816751,0.019251712
0.015347576,0.017454777
0.014997876,0.016398947
0.014704295,0.016160273
0.014614944,0.015979042
0.014426827,0.015606872
0.014474646,0.015508166
0.02304501,0.015606872
0.028508759,0.01511496
0.031063427,0.014244406
0.031701218,0.011536464
0.028596161,0.010806687
0.027456026,0.010863321
0.027856075,0.012934529
0.028359622,0.011525946
0.0287743,0.011810737
0.029051104,0.013691005
0.027348718,0.014684537
0.020826054,0.016284869
0.022353796,0.01722743
0.02270136,0.017284064
0.022908731,0.01796287
0.022709342,0.01833504
0.019424318,0.018241998
0.016524126,0.018459637
0.015929005,0.017667561
0.015761686,0.017346363
0.015598098,0.016901377
0.015774628,0.016869823
0.015627452,0.016191826
0.0161766,0.016854451
0.022933271,0.016295387
0.029752278,0.016496844
0.032435465,0.014658647
0.032137241,0.012509769
0.028824302,0.010645683
0.027504147,0.009796973
0.026878981,0.010293739
0.027516172,0.010563158
0.027437051,0.012872231
0.027651466,0.014254924
0.025491469,0.0153059
0.019352933,0.015767067
0.022679788,0.016228234
0.022649182,0.016813188
0.022436104,0.018428892
0.021825358,0.018936176
0.019068676,0.018817243
0.016589161,0.019505758
0.016292764,0.018532452
0.015795258,0.018444264
0.015773537,0.016911085
0.015524204,0.016626294
0.015635666,0.016703965
0.0162272,0.017072089
0.021291189,0.016357685
0.031828853,0.017708824
0.033070961,0.01546124
0.033400604,0.012675628
0.031196043,0.009610079
0.027566002,0.010066392
0.02664538,0.009051015
0.028366784,0.009693413
0.028416497,0.012872231
0.02958318,0.015259783
0.026914702,0.017165132
0.021243752,0.017402997
0.023933396,0.01783342
0.023974572,0.018656239
0.023951284,0.019588283
0.023492816,0.020080195
0.022066367,0.020364986
0.017936066,0.020261425
0.017365138,0.019241194
0.016729417,0.018962066
0.021650518,0.01830915
0.021662264,0.017957207
0.019810858,0.017905427
0.016883849,0.017542965
0.025937907,0.018325332
0.031183965,0.01783342
0.033751632,0.015762212
0.033999396,0.012737926
0.029968698,0.012406209
0.028340581,0.012199088
0.02903321,0.013234692
0.029642187,0.014451526
0.030126652,0.016414319
0.030489305,0.016357685
0.027679466,0.017372253
0.021186373,0.018148955
0.023679284,0.018221771
0.023781549,0.018946694
0.024208405,0.018884396
0.023666564,0.019831811
0.021476206,0.019102034
0.017727595,0.019640063
0.017146785,0.020940231
0.017476695,0.019329382
0.017434457,0.019122261
0.017383556,0.018904623
0.017287192,0.018506562
0.017354839,0.018713683
0.027047114,0.018796208
0.030655647,0.018097175
0.032805957,0.016890859
0.033787885,0.015555092
0.029656945,0.014726609
0.027072352,0.01224116
0.026565553,0.012427245
0.026725882,0.013048607
0.027609833,0.015419978
0.028572408,0.016725
0.026041385,0.017812384
0.019266136,0.018475009
0.021494564,0.019251712
0.021636031,0.01873391
0.021111507,0.01886336
0.020449892,0.01944346
0.018461037,0.019422424
0.015091692,0.020090712
0.014823757,0.019241194
0.014600015,0.019189414
0.014820264,0.018630349
0.014620605,0.018403002
0.014479974,0.01793698
0.014604035,0.018273551
0.015216355,0.017480667
0.015106667,0.017144096
0.014989955,0.015186967
0.014745721,0.014597158
0.014415403,0.011904589
0.013927293,0.010377073
0.014062869,0.011117368
0.014037006,0.011655396
0.014499809,0.013338252
0.015559011,0.015471758
0.016513839,0.016921603
0.016783171,0.016932121
0.016077736,0.01833504
0.016580862,0.017512221
0.016826632,0.017900572
0.016672051,0.017517075
0.015393856,0.018345558
0.015244176,0.018558343
0.015207598,0.019096371
0.014981082,0.019102034
0.015025978,0.018288924
0.014842258,0.017890054
0.014835462,0.018040541
0.014844465,0.017600409
0.015186797,0.016807525
0.014549756,0.0161449
0.013794359,0.013561555
0.013104853,0.011391641
0.01294582,0.010894875
0.01303239,0.010729016
0.013409257,0.009962832
0.013972104,0.011474166
0.014764666,0.012442617
0.016084362,0.015368198
0.017115889,0.016217716
0.017432646,0.016916749
0.016519308,0.017864164
0.017039561,0.017941835
0.017169165,0.018992811
0.017157506,0.018920804
0.015878765,0.019407052
0.015845283,0.020147347
0.015448399,0.019432942
0.015077186,0.019055109
0.0146687,0.018174846
0.014415498,0.017641671
0.014205298,0.017242802
0.014589416,0.017564001
0.026387646,0.016942639
0.027881537,0.015943443
0.031010622,0.014974992
0.03203439,0.013395696
0.028118142,0.011122222
0.026024358,0.009030788
0.025030453,0.009175611
0.026127743,0.010252477
0.024409151,0.011697468
0.022026673,0.013173203
0.02183231,0.014390037
0.018925254,0.015627099
0.017299828,0.015922407
0.017353461,0.016000078
0.021850875,0.016440209
0.021606293,0.01664733
0.018733862,0.017941835
0.01584066,0.018278406
0.01509178,0.018899768
0.0147519,0.016580178
0.014479862,0.016787298
0.0143548,0.016134383
0.014237073,0.016284869
0.014414351,0.016222571
0.021263954,0.01606723
0.028484579,0.016108492
0.030235827,0.01450897
0.029869782,0.01234472
0.026175242,0.00944503
0.024522225,0.009631115
0.023767529,0.008491951
0.023736614,0.010014612
0.020482847,0.011758957
0.020943445,0.013530001
0.020660671,0.014244406
0.018142962,0.014110101
0.017369642,0.015254119
0.01716438,0.014783243
0.016908809,0.015109297
0.016631814,0.015503312
0.015580207,0.01677678
0.015370989,0.016310759
0.014447578,0.015228229
0.014244701,0.015145705
0.014030708,0.014943438
0.013979269,0.014032431
0.013611493,0.014208807
0.013932031,0.013716895
0.018702471,0.014058321
0.02614482,0.014597158
0.029130016,0.015016254
0.030692621,0.015834219
0.028525361,0.014664311
0.027604843,0.014783243
0.02759348,0.013421586
0.027574541,0.013788902
0.024753204,0.014110101
0.023051442,0.014172399
0.022363809,0.01437952
0.018608297,0.014793761
0.017244296,0.01506318
0.016943126,0.014990364
0.017144274,0.015290527
0.01666592,0.015471758
0.015673729,0.015829365
0.015117601,0.015637616
0.014655567,0.014907839
0.014363723,0.014674829
0.01424524,0.014027576
0.013966693,0.013944242
0.013855477,0.013985505
0.01412767,0.013758157
0.01771283,0.014151363
0.025439897,0.013742785
0.029111665,0.014472562
0.026850768,0.014623048
0.022890438,0.013001681
0.021233794,0.013115759
0.021327096,0.012898121
0.022581979,0.013830164
0.022663282,0.013711232
0.022425478,0.013302654
0.022206888,0.014094729
0.018699657,0.013551037
0.017426914,0.014135991
0.017682395,0.015000882
0.017730652,0.015529202
0.017226696,0.015601208
0.016136464,0.016802671
0.016425657,0.016004932
0.015830541,0.015264637
0.015307908,0.015280009
0.014860478,0.0144313
0.014980352,0.014597158
0.01478894,0.013840682
0.014823354,0.014135991
0.019357193,0.013618189
0.02628575,0.01495962
0.029843467,0.014503307
0.03148574,0.013846346
0.027838659,0.013214465
0.024123913,0.009382732
0.022982306,0.008243568
0.02352133,0.009258136
0.023534397,0.01050086
0.02412238,0.011505719
0.02036473,0.012707181
0.016933191,0.014322076
0.015872028,0.014275959
0.015865864,0.014917548
0.015855255,0.015368198
0.015214413,0.014306704
0.014367489,0.01540946
0.014363479,0.015497648
0.014130563,0.014969328
0.013916609,0.015176449
0.013597675,0.014545378
0.013690057,0.014312367
0.013518767,0.013975796
0.01363838,0.013996023
0.013597996,0.014224179
0.013135941,0.013302654
0.012566712,0.01163517
0.012504576,0.008906192
0.01245126,0.007352787
0.01265453,0.007249226
0.01383903,0.012696664
0.014851505,0.012603621
0.014681217,0.012457989
0.014787477,0.013359288
0.014965457,0.012929674
0.014971334,0.01319343
0.01445457,0.013540519
0.014402708,0.01395476
0.014529565,0.013561555
0.01480697,0.014089065
0.014036204,0.013778384
0.014711099,0.013726604
0.014971681,0.01374764
0.014163316,0.013763012
0.0146289,0.013369806
0.014561772,0.012898121
0.014330827,0.013214465
0.014541019,0.012727408
0.014656246,0.013644079
0.014915379,0.013173203
0.014996211,0.014032431
0.015368839,0.014079356
0.016119751,0.013892462
0.015403694,0.013033235
0.014808013,0.011681286
0.015850809,0.01226705
0.01648392,0.01253566
0.016952293,0.014032431
0.01818642,0.015849592
0.018090917,0.016367393
0.016746519,0.01669911
0.017200644,0.017558338
0.01734416,0.01823148
0.017171335,0.017097979
0.016043632,0.017186168
0.015605128,0.018464491
0.015488614,0.017765458
0.015111028,0.016522734
0.015300902,0.016538915
0.01529966,0.016150564
0.015208491,0.016481472
0.015593532,0.015782439
0.024555451,0.016062376
0.029444414,0.015865773
0.033286408,0.015445868
